Forecast_ID,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Category,Requirement_Title,Estimated_Value,Priority_Level,Status,Contract_Type,Anticipated_Set_Aside,Recompete,Incumbent_Contractor,Planned_Award_Quarter,Predicted_Days_to_Award,Predicted_Award_Amount,Predicted_Protest_Probability,Oversight_Probability,Composite_Risk_Score
FCST-000643,2026,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 12,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 3 Medical Center South FY2026,813306.03,Low,Market Research,Labor Hour,Full and Open (No Set-Aside),Yes,Unity Partners,FY Q3,95.0,795314.0,0.187,0.433,37.7
FCST-000644,2028,10,VISN 10 Medical Center Main,SAO East,Pharmaceuticals,Pharmaceuticals Requirement - VISN 10 Medical Center Main FY2028,178289.04,Low,Market Research,Time and Materials,VOSB,Yes,Anchor Federal Services,FY Q1,76.0,185524.0,0.237,0.001,22.2
FCST-000645,2027,13,VISN 13 Medical Center Main,Network Contracting Office (NCO) 16,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 13 Medical Center Main FY2027,66259.36,High,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Beacon Systems,FY Q4,99.0,69834.0,0.125,0.011,25.9
FCST-000646,2028,18,VISN 18 Medical Center South,National Acquisition Center (NAC),Transportation,Transportation Requirement - VISN 18 Medical Center South FY2028,475066.52,Medium,Solicitation Released,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q4,99.0,496558.0,0.111,0.172,35.1
FCST-000647,2028,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 6,Medical Equipment,Medical Equipment Requirement - VISN 16 Medical Center North FY2028,503778.58,Medium,Solicitation Released,Labor Hour,SDVOSB,No,,FY Q2,78.0,511476.0,0.267,0.005,29.1
FCST-000648,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 16,Transportation,Transportation Requirement - VISN 7 Medical Center North FY2027,538625.8,Low,Planning,IDIQ,SDVOSB,Yes,Frontier LLC,FY Q2,78.0,553553.0,0.175,0.002,26.9
FCST-000649,2027,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 6,Food Service,Food Service Requirement - VISN 11 Medical Center North FY2027,113363.02,Low,Market Research,Time and Materials,Full and Open (No Set-Aside),Yes,Liberty LLC,FY Q3,98.0,115866.0,0.081,0.051,26.4
FCST-000650,2027,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 2,IT Services,IT Services Requirement - VISN 11 Medical Center Main FY2027,513782.16,Medium,Planning,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q3,98.0,553480.0,0.193,0.243,37.8
FCST-000651,2027,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 11,Facilities Management,Facilities Management Requirement - VISN 15 Medical Center Main FY2027,1449768.44,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Atlas Systems,FY Q2,100.0,1.438568e+06,0.407,0.507,50.0
FCST-000652,2027,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 7,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 1 Medical Center Main FY2027,143759.65,Critical,Market Research,Cost Plus Fixed Fee,Small Business,Yes,Horizon Industries,FY Q3,77.0,141071.0,0.359,0.0,25.0
FCST-000653,2027,4,VISN 4 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Professional Services,Professional Services Requirement - VISN 4 Medical Center Main FY2027,84384.8,Medium,On Hold,IDIQ,Full and Open (No Set-Aside),No,,FY Q1,100.0,86070.0,0.285,0.016,32.1
FCST-000654,2027,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 11,Construction,Construction Requirement - VISN 11 Medical Center North FY2027,1600081.82,High,Planning,Labor Hour,SDVOSB,No,,FY Q3,82.0,1.588236e+06,0.487,0.033,43.5
FCST-000655,2026,17,VISN 17 Medical Center North,Network Contracting Office (NCO) 4,IT Services,IT Services Requirement - VISN 17 Medical Center North FY2026,90186.87,High,On Hold,Firm Fixed Price,VOSB,Yes,Anchor LLC,FY Q3,79.0,93780.0,0.325,0.0,22.8
FCST-000656,2026,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 9,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 6 Medical Center North FY2026,204535.05,Low,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q1,98.0,200390.0,0.407,0.058,39.2
FCST-000657,2026,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 8,Pharmaceuticals,Pharmaceuticals Requirement - VISN 18 Medical Center Main FY2026,1061026.2,Low,On Hold,Firm Fixed Price,SDVOSB,Yes,Unity Systems,FY Q3,80.0,1.064314e+06,0.275,0.008,34.1
FCST-000658,2028,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 3,Security Services,Security Services Requirement - VISN 8 Medical Center North FY2028,298000.29,Low,Market Research,Firm Fixed Price,SDVOSB,No,,FY Q2,77.0,305616.0,0.332,0.002,27.9
FCST-000659,2027,2,VISN 2 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 2 Medical Center Main FY2027,154527.91,Low,Solicitation Released,Firm Fixed Price,SDVOSB,No,,FY Q4,77.0,148111.0,0.36,0.001,25.1
FCST-000660,2026,17,VISN 17 Medical Center Main,Network Contracting Office (NCO) 5,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 17 Medical Center Main FY2026,184879.83,Medium,Solicitation Released,Firm Fixed Price,Small Business,No,,FY Q4,77.0,183717.0,0.31,0.001,24.7
FCST-000661,2026,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 6,Security Services,Security Services Requirement - VISN 3 Medical Center South FY2026,585501.58,Medium,Solicitation Released,Time and Materials,Full and Open (No Set-Aside),Yes,Patriot Inc.,FY Q4,99.0,587843.0,0.314,0.294,42.2
FCST-000662,2026,15,VISN 15 Medical Center Main,Denver Acquisition and Logistics Center (DALC),Pharmaceuticals,Pharmaceuticals Requirement - VISN 15 Medical Center Main FY2026,285476.38,High,Draft Solicitation,Firm Fixed Price,VOSB,Yes,Keystone Federal Services,FY Q3,75.0,291334.0,0.259,0.001,24.8
FCST-000663,2027,3,VISN 3 Medical Center North,Technology Acquisition Center (TAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 3 Medical Center North FY2027,364713.89,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Liberty Partners,FY Q1,97.0,366179.0,0.356,0.13,40.1
FCST-000664,2027,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 12,Security Services,Security Services Requirement - VISN 9 Medical Center Main FY2027,66321.25,Medium,Planning,Time and Materials,HUBZone,No,,FY Q1,81.0,67551.0,0.029,0.0,13.5
FCST-000665,2028,4,VISN 4 Medical Center Main,Network Contracting Office (NCO) 6,Professional Services,Professional Services Requirement - VISN 4 Medical Center Main FY2028,26747.08,Critical,Solicitation Released,Labor Hour,Small Business,Yes,Guardian LLC,FY Q4,77.0,28566.0,0.399,0.0,18.3
FCST-000666,2027,13,VISN 13 Medical Center Main,Technology Acquisition Center (TAC),Pharmaceuticals,Pharmaceuticals Requirement - VISN 13 Medical Center Main FY2027,3119919.21,Medium,Planning,IDIQ,WOSB,No,,FY Q4,97.0,3.102549e+06,0.016,0.035,40.5
FCST-000667,2026,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 8,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 14 Medical Center Main FY2026,98001.3,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q2,100.0,99091.0,0.464,0.019,38.2
FCST-000668,2026,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 1,Facilities Management,Facilities Management Requirement - VISN 10 Medical Center North FY2026,668142.58,High,Planning,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q3,97.0,680944.0,0.195,0.238,38.2
FCST-000669,2026,16,VISN 16 Medical Center Main,Network Contracting Office (NCO) 1,IT Services,IT Services Requirement - VISN 16 Medical Center Main FY2026,1431682.22,Low,Draft Solicitation,IDIQ,Full and Open (No Set-Aside),Yes,Vertex Partners,FY Q3,102.0,1.467654e+06,0.338,0.582,49.2
FCST-000670,2027,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 5,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 12 Medical Center North FY2027,22610.18,Low,Solicitation Released,Time and Materials,8(a),No,,FY Q4,75.0,22591.0,0.097,0.0,6.9
FCST-000671,2027,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 9,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 6 Medical Center South FY2027,1809115.71,Low,Draft Solicitation,Time and Materials,Full and Open (No Set-Aside),Yes,Apex Partners,FY Q2,103.0,1.762276e+06,0.221,0.658,46.9
FCST-000672,2026,14,VISN 14 Medical Center Main,Denver Acquisition and Logistics Center (DALC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 14 Medical Center Main FY2026,306688.31,High,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Cornerstone Consulting,FY Q2,98.0,313599.0,0.373,0.103,40.0
FCST-000673,2027,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 3,Professional Services,Professional Services Requirement - VISN 9 Medical Center South FY2027,804910.45,High,Market Research,Firm Fixed Price,SDVOSB,Yes,Anchor Group,FY Q1,81.0,809876.0,0.134,0.007,29.1
FCST-000674,2026,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 4,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 6 Medical Center North FY2026,252097.01,Medium,Planning,Blanket Purchase Agreement (BPA),Small Business,No,,FY Q4,77.0,245512.0,0.217,0.001,23.3
FCST-000675,2026,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 1,IT Services,IT Services Requirement - VISN 7 Medical Center North FY2026,672316.51,Medium,Draft Solicitation,Time and Materials,Full and Open (No Set-Aside),No,,FY Q1,100.0,704355.0,0.19,0.347,39.6
FCST-000676,2027,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 7,Pharmaceuticals,Pharmaceuticals Requirement - VISN 11 Medical Center Main FY2027,486469.76,Medium,Market Research,Cost Plus Fixed Fee,SDVOSB,No,,FY Q2,76.0,506450.0,0.266,0.002,27.9
FCST-000677,2026,9,VISN 9 Medical Center East,Network Contracting Office (NCO) 7,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 9 Medical Center East FY2026,1433449.95,Medium,Market Research,Firm Fixed Price,WOSB,No,,FY Q4,80.0,1.427434e+06,0.26,0.015,35.4
FCST-000678,2026,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 4,Professional Services,Professional Services Requirement - VISN 5 Medical Center North FY2026,698904.76,Medium,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q2,98.0,743870.0,0.311,0.32,42.6
FCST-000679,2027,11,VISN 11 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Medical Equipment,Medical Equipment Requirement - VISN 11 Medical Center Main FY2027,549749.79,Medium,On Hold,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q3,98.0,591152.0,0.217,0.274,38.7
FCST-000680,2027,17,VISN 17 Medical Center South,Strategic Acquisition Center (SAC) - Austin,Professional Services,Professional Services Requirement - VISN 17 Medical Center South FY2027,220614.43,Low,Market Research,Firm Fixed Price,SDVOSB,Yes,Patriot Industries,FY Q4,76.0,221327.0,0.344,0.001,26.4
FCST-000681,2026,13,VISN 13 Medical Center Main,Network Contracting Office (NCO) 1,Pharmaceuticals,Pharmaceuticals Requirement - VISN 13 Medical Center Main FY2026,411161.37,Medium,Planning,Firm Fixed Price,8(a),Yes,Beacon Technologies,FY Q2,75.0,413401.0,0.309,0.002,28.0
FCST-000682,2027,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 3,Facilities Management,Facilities Management Requirement - VISN 16 Medical Center South FY2027,1243983.79,Medium,Market Research,Firm Fixed Price,SDVOSB,No,,FY Q3,79.0,1.224122e+06,0.313,0.01,35.7
FCST-000683,2027,4,VISN 4 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 4 Medical Center Main FY2027,664252.44,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Vertex Solutions,FY Q3,98.0,680770.0,0.343,0.273,43.2
FCST-000684,2027,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 11,Pharmaceuticals,Pharmaceuticals Requirement - VISN 5 Medical Center Main FY2027,307726.65,Medium,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,98.0,314993.0,0.274,0.084,37.2
FCST-000685,2027,17,VISN 17 Medical Center South,SAO East,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 17 Medical Center South FY2027,250588.57,High,Market Research,Labor Hour,SDVOSB,No,,FY Q3,78.0,244354.0,0.359,0.002,28.2
FCST-000686,2028,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 6,Security Services,Security Services Requirement - VISN 14 Medical Center Main FY2028,1571451.54,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q1,102.0,1.640188e+06,0.364,0.634,50.5
FCST-000687,2027,2,VISN 2 Medical Center North,SAO East,Food Service,Food Service Requirement - VISN 2 Medical Center North FY2027,577463.12,Medium,Market Research,Time and Materials,SDVOSB,No,,FY Q2,77.0,602251.0,0.19,0.008,27.4
FCST-000688,2026,7,VISN 7 Medical Center North,SAO West,Pharmaceuticals,Pharmaceuticals Requirement - VISN 7 Medical Center North FY2026,351203.0,Low,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,98.0,351511.0,0.277,0.101,37.7
FCST-000689,2026,6,VISN 6 Medical Center Main,SAO West,Professional Services,Professional Services Requirement - VISN 6 Medical Center Main FY2026,133019.98,Low,Solicitation Released,Firm Fixed Price,SDVOSB,No,,FY Q1,76.0,137785.0,0.334,0.0,23.8
FCST-000690,2028,6,VISN 6 Medical Center South,National Acquisition Center (NAC),IT Services,IT Services Requirement - VISN 6 Medical Center South FY2028,352687.83,Low,Market Research,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q4,98.0,368215.0,0.163,0.184,34.8
FCST-000691,2027,4,VISN 4 Medical Center South,Network Contracting Office (NCO) 7,Security Services,Security Services Requirement - VISN 4 Medical Center South FY2027,328834.91,High,Draft Solicitation,Firm Fixed Price,SDVOSB,Yes,Meridian Associates,FY Q4,77.0,337751.0,0.334,0.002,28.4
FCST-000692,2026,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 1,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 16 Medical Center North FY2026,203006.09,Medium,Planning,Firm Fixed Price,SDVOSB,Yes,Unity Group,FY Q3,77.0,194648.0,0.379,0.001,27.2
FCST-000693,2027,17,VISN 17 Medical Center Main,Network Contracting Office (NCO) 2,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 17 Medical Center Main FY2027,316745.49,Medium,Planning,Cost Plus Fixed Fee,WOSB,Yes,Atlas Federal Services,FY Q2,76.0,314347.0,0.13,0.001,21.5
FCST-000694,2027,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 4,Professional Services,Professional Services Requirement - VISN 18 Medical Center Main FY2027,744746.98,High,Planning,Firm Fixed Price,Small Business,Yes,Sterling Consulting,FY Q2,79.0,747158.0,0.266,0.006,31.8
FCST-000695,2027,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 16,Pharmaceuticals,Pharmaceuticals Requirement - VISN 1 Medical Center North FY2027,465266.1,Low,On Hold,Time and Materials,SDVOSB,No,,FY Q3,76.0,466890.0,0.277,0.002,27.8
FCST-000696,2026,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 6,IT Services,IT Services Requirement - VISN 5 Medical Center Main FY2026,366750.79,Medium,Planning,Firm Fixed Price,SDVOSB,No,,FY Q3,75.0,373819.0,0.181,0.002,23.7
FCST-000697,2026,15,VISN 15 Medical Center Main,SAO West,Pharmaceuticals,Pharmaceuticals Requirement - VISN 15 Medical Center Main FY2026,1216327.41,Low,Solicitation Released,Time and Materials,SDVOSB,No,,FY Q4,81.0,1.1757e+06,0.195,0.01,32.7
FCST-000698,2026,3,VISN 3 Medical Center North,National Acquisition Center (NAC),IT Services,IT Services Requirement - VISN 3 Medical Center North FY2026,243081.12,Medium,Market Research,Firm Fixed Price,HUBZone,Yes,Frontier Enterprises,FY Q3,76.0,250743.0,0.156,0.001,21.2
FCST-000699,2027,5,VISN 5 Medical Center South,Strategic Acquisition Center (SAC) - Austin,Professional Services,Professional Services Requirement - VISN 5 Medical Center South FY2027,155547.01,High,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q2,98.0,165386.0,0.37,0.045,36.7
FCST-000700,2027,17,VISN 17 Medical Center East,Network Contracting Office (NCO) 12,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 17 Medical Center East FY2027,427165.36,High,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q1,97.0,457409.0,0.371,0.16,41.6
FCST-000701,2027,11,VISN 11 Medical Center North,SAO West,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 11 Medical Center North FY2027,452335.94,Medium,Planning,Firm Fixed Price,VOSB,Yes,Summit Associates,FY Q3,76.0,459873.0,0.357,0.003,30.2
FCST-000702,2026,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 4,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 14 Medical Center North FY2026,826317.61,Medium,Market Research,Firm Fixed Price,SDVOSB,No,,FY Q4,81.0,809191.0,0.158,0.007,29.7
FCST-000703,2028,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 15,Professional Services,Professional Services Requirement - VISN 8 Medical Center Main FY2028,106089.65,Low,Market Research,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Yes,Apex Partners,FY Q1,98.0,106267.0,0.179,0.031,28.9
FCST-000704,2027,13,VISN 13 Medical Center South,National Acquisition Center (NAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 13 Medical Center South FY2027,998209.06,Low,Market Research,Firm Fixed Price,Small Business,No,,FY Q2,82.0,1.006471e+06,0.483,0.009,41.2
FCST-000705,2026,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 14,Medical Equipment,Medical Equipment Requirement - VISN 8 Medical Center North FY2026,249795.58,High,Solicitation Released,Firm Fixed Price,8(a),No,,FY Q3,75.0,245798.0,0.399,0.001,28.1
FCST-000706,2028,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 14,Pharmaceuticals,Pharmaceuticals Requirement - VISN 2 Medical Center Main FY2028,583292.1,Medium,On Hold,Firm Fixed Price,WOSB,No,,FY Q3,75.0,591505.0,0.09,0.003,23.3
FCST-000707,2026,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 17,Construction,Construction Requirement - VISN 1 Medical Center North FY2026,684766.63,Low,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Guardian Partners,FY Q3,98.0,708651.0,0.236,0.329,40.1
